ID	alpha_factor_release_sample013	alpha_factor_release_sample014	alpha_factor_release_sample015	alpha_factor_release_sample016	alpha_factor_release_sample017	alpha_factor_release_sample018	alpha_factor_release_sample019	alpha_factor_release_sample020	alpha_factor_release_sample021	alpha_factor_release_sample022	alpha_factor_release_sample023	alpha_factor_release_sample024	alpha_factor_release_sample025	alpha_factor_release_sample026	alpha_factor_release_sample027	alpha_factor_release_sample028	alpha_factor_release_sample029	alpha_factor_release_sample030
ykr026c	0.28999999165534973	-0.3100000023841858	-0.3199999928474426	0.1599999964237213	-0.05000000074505806	-0.18000000715255737	-0.17000000178813934	-0.07000000029802322	0.18000000715255737	0.019999999552965164	0.07000000029802322	-0.12999999523162842	0.11999999731779099	-0.3199999928474426	-0.11999999731779099	-0.1599999964237213	-0.2800000011920929	NA
ykl206c	-0.2199999988079071	-0.10000000149011612	-0.5199999809265137	-0.49000000953674316	-0.9300000071525574	-0.28999999165534973	-0.14000000059604645	-0.30000001192092896	-0.10999999940395355	-0.5600000023841858	-0.3400000035762787	-0.27000001072883606	-0.27000001072883606	-0.2800000011920929	-0.7400000095367432	-0.3400000035762787	-0.23999999463558197	-0.23000000417232513
ykr027w	0.18000000715255737	0.5	0.23000000417232513	0.5	-0.38999998569488525	0.4699999988079071	-0.029999999329447746	0.14000000059604645	0.2199999988079071	0.5699999928474426	0.17000000178813934	0.5	0.10999999940395355	0.23000000417232513	0.05999999865889549	0.5099999904632568	0.2800000011920929	0.3499999940395355
ykr028w	-0.33000001311302185	-0.23000000417232513	-0.7099999785423279	-0.3100000023841858	-0.41999998688697815	-0.46000000834465027	-0.27000001072883606	-0.25999999046325684	-0.15000000596046448	-0.019999999552965164	-0.029999999329447746	0.17000000178813934	-0.019999999552965164	-0.029999999329447746	-0.07000000029802322	0.23000000417232513	-0.25	0.009999999776482582
ykr029c	NA	-0.18000000715255737	NA	-1.4299999475479126	-1.0700000524520874	-0.3100000023841858	-0.550000011920929	0.07000000029802322	-0.18000000715255737	0.33000001311302185	-0.4099999964237213	-1.2200000286102295	-0.5699999928474426	-0.10000000149011612	-0.25	-0.15000000596046448	-0.27000001072883606	-0.27000001072883606
ykr030w	0.07000000029802322	-0.07999999821186066	-0.23000000417232513	-0.029999999329447746	-0.2800000011920929	0.18000000715255737	-0.03999999910593033	0.3100000023841858	0.1899999976158142	0.03999999910593033	0.07000000029802322	-0.14000000059604645	0.05000000074505806	-0.07000000029802322	-0.009999999776482582	0.019999999552965164	0.18000000715255737	-0.029999999329447746
ykl205w	-0.10999999940395355	-0.699999988079071	-0.33000001311302185	-0.20000000298023224	0.18000000715255737	-0.2199999988079071	-0.3499999940395355	-0.029999999329447746	0.33000001311302185	0.05000000074505806	1.0399999618530273	0.12999999523162842	-0.17000000178813934	0.2800000011920929	0.5	0.550000011920929	-0.4099999964237213	-0.3700000047683716
ykr031c	NA	-0.4300000071525574	-1.3200000524520874	-0.7699999809265137	NA	-0.09000000357627869	-0.23000000417232513	NA	-0.20000000298023224	0.10999999940395355	-0.11999999731779099	-0.18000000715255737	-0.3700000047683716	0.25	-0.20000000298023224	0.2800000011920929	-0.38999998569488525	-0.20000000298023224
ykr032w	-0.20999999344348907	-0.019999999552965164	-0.1599999964237213	-0.14000000059604645	-0.41999998688697815	0.28999999165534973	-0.3199999928474426	0.28999999165534973	0.019999999552965164	0.03999999910593033	-0.20000000298023224	-0.1599999964237213	0.029999999329447746	-0.03999999910593033	-0.49000000953674316	0.18000000715255737	-0.3400000035762787	-0.10000000149011612
ykr033c	-0.8199999928474426	0.05000000074505806	NA	-0.2800000011920929	NA	0.23000000417232513	-0.4300000071525574	0.03999999910593033	-0.33000001311302185	-0.3199999928474426	-0.6299999952316284	-0.8700000047683716	-0.38999998569488525	-0.09000000357627869	-1.399999976158142	-0.17000000178813934	-0.05999999865889549	-0.20000000298023224
ykr035c	-0.17000000178813934	0.3400000035762787	-0.4000000059604645	0.20000000298023224	-1.2400000095367432	0.2800000011920929	-0.3799999952316284	0.12999999523162842	0.0	0.14000000059604645	0.20000000298023224	0.07999999821186066	-0.03999999910593033	-0.07999999821186066	-0.4300000071525574	0.25999999046325684	0.029999999329447746	0.11999999731779099
ykr036c	-0.07000000029802322	-0.1899999976158142	-0.5899999737739563	-0.18000000715255737	-0.44999998807907104	0.05999999865889549	-0.30000001192092896	-0.10000000149011612	0.09000000357627869	-0.20000000298023224	-0.23000000417232513	-0.4000000059604645	-0.10999999940395355	-0.11999999731779099	-0.20999999344348907	0.3199999928474426	-0.1899999976158142	-0.029999999329447746
ykr037c	-0.49000000953674316	-0.9100000262260437	-0.5899999737739563	-0.23000000417232513	-1.7100000381469727	-0.36000001430511475	-0.30000001192092896	-1.4500000476837158	-0.1899999976158142	-0.23999999463558197	-0.7400000095367432	-0.28999999165534973	-0.3400000035762787	-0.09000000357627869	-0.23000000417232513	-0.25	0.11999999731779099	-0.25999999046325684
ykr038c	-0.41999998688697815	-0.3100000023841858	-0.3499999940395355	-0.6100000143051147	-0.1899999976158142	-0.5699999928474426	-0.05999999865889549	-0.4300000071525574	-0.2800000011920929	-0.30000001192092896	-0.38999998569488525	-0.4699999988079071	-0.009999999776482582	-0.4000000059604645	-0.1899999976158142	-0.30000001192092896	-0.09000000357627869	-0.4099999964237213
ykr039w	-0.15000000596046448	1.2999999523162842	0.28999999165534973	-0.38999998569488525	-0.07000000029802322	-0.36000001430511475	0.009999999776482582	-1.809999942779541	0.019999999552965164	-0.20000000298023224	-0.8899999856948853	-0.3499999940395355	-0.10000000149011612	-0.11999999731779099	NA	0.09000000357627869	0.23999999463558197	-0.25999999046325684
ykr040c	-0.36000001430511475	-0.03999999910593033	-0.9599999785423279	-0.1599999964237213	-0.5799999833106995	0.10000000149011612	-0.20000000298023224	0.3100000023841858	-0.30000001192092896	-0.41999998688697815	-0.7799999713897705	-0.5899999737739563	-0.10999999940395355	-0.49000000953674316	-0.14000000059604645	-0.14000000059604645	0.6000000238418579	-0.30000001192092896
ykr041w	-0.7099999785423279	-0.8500000238418579	-0.7200000286102295	-0.7200000286102295	-0.27000001072883606	-0.6800000071525574	-0.10999999940395355	-0.14000000059604645	-0.33000001311302185	-0.23000000417232513	-0.6399999856948853	-0.4699999988079071	-0.47999998927116394	-0.49000000953674316	-0.3400000035762787	-0.10000000149011612	0.10999999940395355	-0.1899999976158142
ykr042w	1.559999942779541	1.090000033378601	1.0199999809265137	0.7099999785423279	0.7200000286102295	0.05000000074505806	0.6499999761581421	0.25999999046325684	0.7300000190734863	0.6299999952316284	0.36000001430511475	-0.4699999988079071	-0.3499999940395355	-0.6499999761581421	-0.03999999910593033	-0.38999998569488525	0.3499999940395355	0.09000000357627869
ykr043c	0.3499999940395355	0.8899999856948853	0.18000000715255737	-0.1599999964237213	0.23000000417232513	-0.4000000059604645	0.46000000834465027	-0.4399999976158142	0.4300000071525574	0.2199999988079071	0.7099999785423279	-0.3400000035762787	0.3100000023841858	-0.33000001311302185	0.23999999463558197	0.019999999552965164	0.2199999988079071	0.11999999731779099
ykr044w	-0.17000000178813934	-0.7799999713897705	-0.3700000047683716	-0.3499999940395355	0.28999999165534973	-0.18000000715255737	0.3100000023841858	0.1899999976158142	-0.05999999865889549	-0.28999999165534973	-0.28999999165534973	-0.4399999976158142	-0.11999999731779099	-0.23999999463558197	0.009999999776482582	-0.10000000149011612	0.09000000357627869	-0.23000000417232513
ykr045c	-0.25	-0.07999999821186066	-0.20999999344348907	-0.20000000298023224	-0.1599999964237213	0.18000000715255737	0.009999999776482582	0.7799999713897705	-0.1899999976158142	-0.1599999964237213	-0.38999998569488525	-0.09000000357627869	-0.28999999165534973	-0.009999999776482582	-0.3499999940395355	-0.07000000029802322	-0.07999999821186066	0.019999999552965164
ykr046c	0.019999999552965164	-0.3100000023841858	-0.10999999940395355	-0.30000001192092896	-0.07999999821186066	-0.25	0.1599999964237213	0.029999999329447746	0.05999999865889549	-0.23000000417232513	-0.25	-0.41999998688697815	-0.05999999865889549	-0.36000001430511475	0.14000000059604645	-0.1599999964237213	-0.3400000035762787	-0.1599999964237213
ykr047w	0.17000000178813934	0.10000000149011612	0.11999999731779099	-0.23000000417232513	-0.2800000011920929	-0.1899999976158142	0.28999999165534973	-0.07999999821186066	0.25	0.07000000029802322	-0.05999999865889549	0.009999999776482582	-0.12999999523162842	-0.03999999910593033	-0.18000000715255737	-0.18000000715255737	0.1899999976158142	0.03999999910593033
ykr048c	0.1899999976158142	-0.1899999976158142	0.03999999910593033	-0.03999999910593033	0.07000000029802322	-0.20999999344348907	0.3799999952316284	0.07999999821186066	0.30000001192092896	0.07999999821186066	0.09000000357627869	-0.23000000417232513	-0.12999999523162842	-0.38999998569488525	0.05000000074505806	-0.029999999329447746	0.23000000417232513	0.009999999776482582
ykr049c	-0.07000000029802322	0.03999999910593033	-0.03999999910593033	-0.23000000417232513	-1.0	0.03999999910593033	-0.3400000035762787	-0.20999999344348907	-0.029999999329447746	0.18000000715255737	-0.25	0.17000000178813934	-0.28999999165534973	0.1599999964237213	-0.25999999046325684	0.15000000596046448	-0.28999999165534973	0.15000000596046448
ykr050w	0.3100000023841858	-0.2800000011920929	-0.019999999552965164	-0.11999999731779099	0.03999999910593033	-0.019999999552965164	0.10000000149011612	0.3100000023841858	0.17000000178813934	-0.029999999329447746	0.05999999865889549	0.09000000357627869	-0.029999999329447746	0.07999999821186066	0.1599999964237213	0.3799999952316284	0.09000000357627869	0.07999999821186066
ykr051w	-0.6200000047683716	-0.27000001072883606	-1.0	-0.6399999856948853	-0.7699999809265137	0.029999999329447746	-0.23999999463558197	-0.3199999928474426	0.05000000074505806	0.5799999833106995	-0.18000000715255737	-0.23999999463558197	-0.2800000011920929	-0.03999999910593033	-0.23999999463558197	0.18000000715255737	-0.30000001192092896	0.019999999552965164
ykr052c	0.25999999046325684	0.15000000596046448	0.4000000059604645	0.47999998927116394	0.20000000298023224	0.5699999928474426	0.17000000178813934	0.7400000095367432	0.7300000190734863	0.38999998569488525	0.3799999952316284	0.2800000011920929	0.3100000023841858	0.20999999344348907	0.20000000298023224	0.5	0.5099999904632568	0.47999998927116394
ykr053c	-0.6200000047683716	-0.3400000035762787	-0.9300000071525574	-0.6200000047683716	-0.9100000262260437	0.05000000074505806	-0.2800000011920929	-0.23999999463558197	0.07000000029802322	0.41999998688697815	0.23000000417232513	0.25999999046325684	-0.05999999865889549	0.09000000357627869	-0.2800000011920929	0.1899999976158142	-0.17000000178813934	0.05999999865889549
ykr054c	-0.3100000023841858	-0.9100000262260437	-1.159999966621399	-0.75	-0.05000000074505806	-0.4399999976158142	-0.2199999988079071	-0.17000000178813934	0.11999999731779099	-0.23999999463558197	-0.25999999046325684	-0.12999999523162842	-0.18000000715255737	-0.25	-0.17000000178813934	0.2199999988079071	-0.15000000596046448	0.029999999329447746
ykl204w	-0.3100000023841858	0.03999999910593033	-0.7699999809265137	-0.6000000238418579	-0.4699999988079071	-0.27000001072883606	-0.14000000059604645	-0.11999999731779099	-0.03999999910593033	NA	-0.03999999910593033	NA	-0.15000000596046448	NA	-0.3700000047683716	0.009999999776482582	-0.4300000071525574	0.009999999776482582
ykr055w	-0.2800000011920929	-0.47999998927116394	-1.5800000429153442	-0.9200000166893005	-1.4199999570846558	0.0	-0.30000001192092896	-0.12999999523162842	0.15000000596046448	-0.09000000357627869	-0.41999998688697815	-1.309999942779541	-0.23999999463558197	-0.10000000149011612	-0.8199999928474426	-0.36000001430511475	-0.12999999523162842	-0.2199999988079071
ykr056w	-0.029999999329447746	-1.309999942779541	-0.9599999785423279	-0.550000011920929	-0.4099999964237213	-0.5600000023841858	-0.30000001192092896	0.12999999523162842	0.07999999821186066	-0.4699999988079071	-0.3100000023841858	NA	0.009999999776482582	-0.14000000059604645	-0.2800000011920929	0.0	-0.27000001072883606	NA
ykr057w	-0.2199999988079071	0.019999999552965164	-0.4300000071525574	-0.15000000596046448	-0.5099999904632568	-0.1899999976158142	-0.47999998927116394	-0.25999999046325684	0.10000000149011612	0.30000001192092896	-0.10000000149011612	-0.20999999344348907	0.03999999910593033	-0.28999999165534973	0.05000000074505806	-0.029999999329447746	-0.10000000149011612	-0.05999999865889549
ykr058w	0.10000000149011612	0.6000000238418579	-0.10999999940395355	-0.6700000166893005	-0.7799999713897705	-0.550000011920929	-0.49000000953674316	0.10999999940395355	-0.25	-0.23000000417232513	-0.07000000029802322	-0.3700000047683716	-0.25	0.029999999329447746	-0.5099999904632568	0.029999999329447746	-0.28999999165534973	-0.23000000417232513
ykr059w	0.5	0.44999998807907104	0.18000000715255737	0.2199999988079071	0.11999999731779099	0.3499999940395355	0.17000000178813934	0.36000001430511475	0.20999999344348907	0.4300000071525574	0.20000000298023224	0.30000001192092896	0.17000000178813934	0.3799999952316284	0.3400000035762787	0.44999998807907104	0.27000001072883606	0.3700000047683716
ykr060w	0.14000000059604645	-0.38999998569488525	-0.8500000238418579	-0.7599999904632568	-0.3799999952316284	-0.5	0.07999999821186066	0.23999999463558197	0.4399999976158142	0.15000000596046448	-0.1899999976158142	-0.5	0.17000000178813934	-0.10000000149011612	-0.30000001192092896	0.23999999463558197	-0.44999998807907104	-0.07000000029802322
ykr061w	1.2799999713897705	0.6600000262260437	-0.44999998807907104	-1.0399999618530273	-0.6899999976158142	-0.6700000166893005	-0.23000000417232513	-0.6299999952316284	-0.4000000059604645	-0.38999998569488525	-0.8199999928474426	-0.800000011920929	-0.5	-0.3400000035762787	-0.75	-0.46000000834465027	-0.05000000074505806	-0.18000000715255737
ykr062w	0.15000000596046448	0.05000000074505806	-0.009999999776482582	0.07999999821186066	-0.1899999976158142	-0.18000000715255737	-0.15000000596046448	-0.03999999910593033	-0.019999999552965164	-0.03999999910593033	0.029999999329447746	-0.019999999552965164	-0.019999999552965164	-0.23999999463558197	0.11999999731779099	-0.10999999940395355	0.14000000059604645	-0.10000000149011612
ykl203c	-0.6899999976158142	0.6399999856948853	0.07000000029802322	-0.1899999976158142	0.25	-1.340000033378601	-0.20000000298023224	-0.3100000023841858	-0.18000000715255737	-0.25999999046325684	0.30000001192092896	-0.17000000178813934	-0.44999998807907104	-0.8899999856948853	0.5299999713897705	0.23000000417232513	-0.5	-0.5099999904632568
ykr063c	-0.11999999731779099	-0.6399999856948853	-0.5299999713897705	-0.6399999856948853	-0.3799999952316284	-0.6200000047683716	-0.10999999940395355	-0.4300000071525574	-0.07999999821186066	-0.05000000074505806	-0.3199999928474426	-0.1899999976158142	-0.15000000596046448	-0.09000000357627869	-0.4399999976158142	-0.30000001192092896	0.11999999731779099	0.0
ykr064w	-0.17000000178813934	-0.6800000071525574	-0.11999999731779099	-0.30000001192092896	-0.3100000023841858	-0.4399999976158142	-0.10000000149011612	-0.17000000178813934	-0.2800000011920929	-0.36000001430511475	-0.3799999952316284	-0.23000000417232513	-0.1899999976158142	-0.4300000071525574	-0.23999999463558197	-0.12999999523162842	0.0	-0.2199999988079071
ykr065c	-0.10000000149011612	-0.07000000029802322	-0.05000000074505806	-0.6200000047683716	-0.20000000298023224	-0.6000000238418579	-0.03999999910593033	-0.4099999964237213	-0.18000000715255737	-0.23999999463558197	-0.3400000035762787	-0.46000000834465027	-0.20000000298023224	-0.4699999988079071	-0.36000001430511475	-0.6100000143051147	-0.10000000149011612	-0.3400000035762787
ykr066c	-0.10000000149011612	-0.20000000298023224	0.36000001430511475	-0.009999999776482582	0.07999999821186066	-0.38999998569488525	0.09000000357627869	-0.25999999046325684	-0.11999999731779099	-0.009999999776482582	0.0	-0.029999999329447746	0.09000000357627869	-0.38999998569488525	-0.11999999731779099	-0.4399999976158142	-0.029999999329447746	-0.41999998688697815
ykr067w	-0.36000001430511475	0.5299999713897705	0.3799999952316284	-0.5199999809265137	-0.10999999940395355	-0.5899999737739563	-0.11999999731779099	-0.3799999952316284	-0.1899999976158142	-0.20999999344348907	-0.20999999344348907	0.03999999910593033	-0.28999999165534973	-0.20000000298023224	-0.28999999165534973	-0.3400000035762787	-0.10999999940395355	-0.23999999463558197
ykr068c	-0.15000000596046448	NA	-0.1599999964237213	-0.1599999964237213	-0.14000000059604645	-0.05999999865889549	0.1599999964237213	-0.12999999523162842	-0.15000000596046448	-0.49000000953674316	-0.23999999463558197	-0.3700000047683716	0.029999999329447746	-0.49000000953674316	0.05999999865889549	-0.20999999344348907	0.14000000059604645	-0.36000001430511475
ykr069w	-0.3499999940395355	0.4099999964237213	-0.6499999761581421	-1.350000023841858	-0.3499999940395355	0.07000000029802322	0.6899999976158142	-0.029999999329447746	0.019999999552965164	-0.2199999988079071	-0.3400000035762787	-0.7099999785423279	-0.4699999988079071	-0.47999998927116394	-0.3400000035762787	0.10000000149011612	0.09000000357627869	-0.38999998569488525
ykr070w	-0.009999999776482582	-0.38999998569488525	-0.07000000029802322	-0.27000001072883606	-0.09000000357627869	-0.23999999463558197	0.09000000357627869	-0.30000001192092896	-0.15000000596046448	-0.46000000834465027	-0.20000000298023224	-0.20000000298023224	-0.009999999776482582	-0.4099999964237213	-0.029999999329447746	-0.3400000035762787	-0.07999999821186066	-0.4000000059604645
ykr071c	0.12999999523162842	-0.1599999964237213	-0.2800000011920929	-0.6100000143051147	-0.23999999463558197	-0.36000001430511475	0.15000000596046448	-0.11999999731779099	-0.05000000074505806	-0.09000000357627869	-0.25999999046325684	-0.20000000298023224	-0.10999999940395355	0.12999999523162842	-0.12999999523162842	-0.3700000047683716	-0.30000001192092896	-0.12999999523162842
ykr072c	0.4399999976158142	0.07999999821186066	-0.18000000715255737	-0.029999999329447746	-0.09000000357627869	-0.17000000178813934	0.05999999865889549	0.10000000149011612	0.11999999731779099	0.03999999910593033	0.07000000029802322	0.03999999910593033	-0.07999999821186066	0.0	-0.07000000029802322	0.0	0.27000001072883606	0.019999999552965164
ykr073c	-0.4099999964237213	0.15000000596046448	-1.2300000190734863	1.6200000047683716	-0.25	0.10999999940395355	-0.23999999463558197	-0.10000000149011612	-0.10999999940395355	0.28999999165534973	-0.36000001430511475	-0.25	-0.3199999928474426	0.3799999952316284	-0.46000000834465027	0.2800000011920929	-0.10999999940395355	0.10000000149011612
ykr074w	0.41999998688697815	0.30000001192092896	0.15000000596046448	0.4000000059604645	-0.029999999329447746	-0.10000000149011612	-0.17000000178813934	-0.15000000596046448	0.20000000298023224	0.03999999910593033	0.23000000417232513	0.009999999776482582	0.3100000023841858	-0.18000000715255737	0.09000000357627869	0.05999999865889549	-0.2199999988079071	-0.15000000596046448
ykr075c	-0.20999999344348907	-0.07000000029802322	0.5899999737739563	-1.0299999713897705	NA	-0.4399999976158142	-0.47999998927116394	0.05999999865889549	-0.23000000417232513	-0.009999999776482582	-0.5	-0.550000011920929	-0.14000000059604645	-0.7300000190734863	-1.2999999523162842	-0.20999999344348907	-0.4000000059604645	-0.27000001072883606
ykr076w	0.41999998688697815	0.6700000166893005	0.7699999809265137	1.149999976158142	0.3100000023841858	0.41999998688697815	0.07000000029802322	0.10000000149011612	0.07999999821186066	-0.23000000417232513	0.05999999865889549	-0.029999999329447746	0.009999999776482582	-0.15000000596046448	-0.44999998807907104	0.05000000074505806	-0.17000000178813934	-0.3400000035762787
ykr077w	-0.6899999976158142	0.5799999833106995	1.5	0.6200000047683716	-0.8999999761581421	-0.09000000357627869	-0.8500000238418579	-1.100000023841858	-0.9800000190734863	0.2800000011920929	0.6200000047683716	0.9700000286102295	-0.05999999865889549	-0.9300000071525574	-1.190000057220459	-0.03999999910593033	-0.6200000047683716	-0.7400000095367432
ykr078w	0.05999999865889549	0.38999998569488525	-0.550000011920929	-0.18000000715255737	-0.23000000417232513	-0.3400000035762787	-0.2199999988079071	-0.05999999865889549	0.25999999046325684	0.03999999910593033	0.12999999523162842	0.009999999776482582	0.029999999329447746	-0.10999999940395355	-0.10999999940395355	0.15000000596046448	-0.14000000059604645	0.10999999940395355
ykr079c	-0.23000000417232513	NA	-1.0099999904632568	-0.4399999976158142	-0.44999998807907104	-0.30000001192092896	-0.029999999329447746	-0.07999999821186066	0.20000000298023224	0.28999999165534973	0.1599999964237213	0.20999999344348907	-0.07999999821186066	0.029999999329447746	-0.4699999988079071	0.03999999910593033	-0.23999999463558197	0.23999999463558197
ykr080w	-0.3100000023841858	0.9100000262260437	0.20000000298023224	-0.38999998569488525	-0.5299999713897705	-0.5299999713897705	-0.05000000074505806	0.03999999910593033	0.47999998927116394	-0.2199999988079071	0.03999999910593033	-0.36000001430511475	-0.20999999344348907	-0.1899999976158142	0.07999999821186066	0.3700000047683716	-0.029999999329447746	0.03999999910593033
ykr081c	-0.1599999964237213	-0.4399999976158142	-1.340000033378601	-0.5199999809265137	-0.6499999761581421	-0.11999999731779099	-0.09000000357627869	0.009999999776482582	0.33000001311302185	0.36000001430511475	-0.17000000178813934	-0.10999999940395355	-0.03999999910593033	-0.1599999964237213	-0.4399999976158142	0.019999999552965164	-0.029999999329447746	0.10000000149011612
ykr082w	-0.1899999976158142	-0.25999999046325684	-0.6899999976158142	-0.33000001311302185	-0.20000000298023224	-0.2800000011920929	-0.10000000149011612	0.09000000357627869	0.23000000417232513	-0.019999999552965164	0.2800000011920929	-0.18000000715255737	-0.07000000029802322	0.10999999940395355	0.38999998569488525	0.6600000262260437	-0.28999999165534973	-0.05999999865889549
ykr083c	-0.5199999809265137	-0.44999998807907104	NA	-0.25999999046325684	-0.7200000286102295	0.10999999940395355	-0.38999998569488525	-0.25	-0.2199999988079071	0.07999999821186066	-0.33000001311302185	-0.009999999776482582	-0.2199999988079071	-0.27000001072883606	-0.9800000190734863	-0.17000000178813934	-0.12999999523162842	-0.27000001072883606
ykr084c	0.14000000059604645	0.23999999463558197	-0.10000000149011612	0.12999999523162842	0.10000000149011612	-0.14000000059604645	-0.15000000596046448	0.10000000149011612	0.25999999046325684	-0.019999999552965164	0.4300000071525574	0.3700000047683716	0.1599999964237213	0.1899999976158142	0.15000000596046448	0.3400000035762787	-0.25999999046325684	0.019999999552965164
ykr085c	-0.17000000178813934	-0.27000001072883606	-0.14000000059604645	-0.8600000143051147	-0.20000000298023224	-0.3199999928474426	0.009999999776482582	-0.27000001072883606	-0.10999999940395355	-0.18000000715255737	-0.20999999344348907	-0.10999999940395355	-0.11999999731779099	-0.3499999940395355	-0.20000000298023224	-0.4000000059604645	-0.25	-0.3100000023841858
ykr086w	-0.029999999329447746	-0.05999999865889549	-0.009999999776482582	-0.2199999988079071	-0.27000001072883606	-0.699999988079071	-0.12999999523162842	-0.4000000059604645	-0.14000000059604645	-0.2800000011920929	-0.009999999776482582	-0.1599999964237213	-0.20000000298023224	-0.5400000214576721	0.07999999821186066	-0.18000000715255737	-0.07000000029802322	-0.3499999940395355
ykr087c	0.10000000149011612	0.03999999910593033	0.23000000417232513	-0.6499999761581421	-0.05000000074505806	-0.1899999976158142	0.07000000029802322	0.10999999940395355	0.029999999329447746	-0.009999999776482582	-0.009999999776482582	-0.07999999821186066	0.07999999821186066	-0.09000000357627869	-0.14000000059604645	-0.23000000417232513	0.07999999821186066	0.05000000074505806
ykr088c	0.09000000357627869	-0.25	-0.029999999329447746	-0.10999999940395355	0.15000000596046448	-0.12999999523162842	0.3799999952316284	-0.029999999329447746	-0.029999999329447746	-0.28999999165534973	-0.1899999976158142	-0.36000001430511475	-0.029999999329447746	-0.12999999523162842	0.14000000059604645	-0.20999999344348907	-0.019999999552965164	-0.4000000059604645
ykr089c	0.10000000149011612	0.009999999776482582	-0.009999999776482582	-0.9599999785423279	-0.4099999964237213	-0.4000000059604645	-0.07000000029802322	-0.49000000953674316	-0.11999999731779099	0.14000000059604645	-0.019999999552965164	-0.18000000715255737	-0.17000000178813934	-0.20999999344348907	-0.12999999523162842	-0.25	-0.2199999988079071	-0.07999999821186066
